# taxon distribution range models
# data save on : 2023-10-04T14:59:22-03:00
taxon	type	age	equator	pixel	density
Sialia sialis	points	0	360	6760	1.000000
Sialia sialis	points	0	360	6761	1.000000
Sialia sialis	points	0	360	6762	1.000000
Sialia sialis	points	0	360	6763	1.000000
Sialia sialis	points	0	360	6764	1.000000
Sialia sialis	points	0	360	6765	1.000000
Sialia sialis	points	0	360	6766	1.000000
Sialia sialis	points	0	360	6769	1.000000
Sialia sialis	points	0	360	6770	1.000000
Sialia sialis	points	0	360	6771	1.000000
Sialia sialis	points	0	360	6772	1.000000
Sialia sialis	points	0	360	6773	1.000000
Sialia sialis	points	0	360	6774	1.000000
Sialia sialis	points	0	360	7016	1.000000
Sialia sialis	points	0	360	7021	1.000000
Sialia sialis	points	0	360	7022	1.000000
Sialia sialis	points	0	360	7023	1.000000
Sialia sialis	points	0	360	7025	1.000000
Sialia sialis	points	0	360	7026	1.000000
Sialia sialis	points	0	360	7027	1.000000
Sialia sialis	points	0	360	7028	1.000000
Sialia sialis	points	0	360	7029	1.000000
Sialia sialis	points	0	360	7030	1.000000
Sialia sialis	points	0	360	7031	1.000000
Sialia sialis	points	0	360	7032	1.000000
Sialia sialis	points	0	360	7033	1.000000
Sialia sialis	points	0	360	7034	1.000000
Sialia sialis	points	0	360	7035	1.000000
Sialia sialis	points	0	360	7036	1.000000
Sialia sialis	points	0	360	7037	1.000000
Sialia sialis	points	0	360	7039	1.000000
Sialia sialis	points	0	360	7040	1.000000
Sialia sialis	points	0	360	7041	1.000000
Sialia sialis	points	0	360	7042	1.000000
Sialia sialis	points	0	360	7292	1.000000
Sialia sialis	points	0	360	7296	1.000000
Sialia sialis	points	0	360	7297	1.000000
Sialia sialis	points	0	360	7300	1.000000
Sialia sialis	points	0	360	7301	1.000000
Sialia sialis	points	0	360	7302	1.000000
Sialia sialis	points	0	360	7303	1.000000
Sialia sialis	points	0	360	7304	1.000000
Sialia sialis	points	0	360	7305	1.000000
Sialia sialis	points	0	360	7306	1.000000
Sialia sialis	points	0	360	7307	1.000000
Sialia sialis	points	0	360	7308	1.000000
Sialia sialis	points	0	360	7309	1.000000
Sialia sialis	points	0	360	7310	1.000000
Sialia sialis	points	0	360	7311	1.000000
Sialia sialis	points	0	360	7312	1.000000
Sialia sialis	points	0	360	7313	1.000000
Sialia sialis	points	0	360	7572	1.000000
Sialia sialis	points	0	360	7573	1.000000
Sialia sialis	points	0	360	7574	1.000000
Sialia sialis	points	0	360	7576	1.000000
Sialia sialis	points	0	360	7577	1.000000
Sialia sialis	points	0	360	7578	1.000000
Sialia sialis	points	0	360	7579	1.000000
Sialia sialis	points	0	360	7581	1.000000
Sialia sialis	points	0	360	7582	1.000000
Sialia sialis	points	0	360	7583	1.000000
Sialia sialis	points	0	360	7584	1.000000
Sialia sialis	points	0	360	7585	1.000000
Sialia sialis	points	0	360	7587	1.000000
Sialia sialis	points	0	360	7588	1.000000
Sialia sialis	points	0	360	7589	1.000000
Sialia sialis	points	0	360	7850	1.000000
Sialia sialis	points	0	360	7853	1.000000
Sialia sialis	points	0	360	7854	1.000000
Sialia sialis	points	0	360	7855	1.000000
Sialia sialis	points	0	360	7860	1.000000
Sialia sialis	points	0	360	7861	1.000000
Sialia sialis	points	0	360	7862	1.000000
Sialia sialis	points	0	360	7865	1.000000
Sialia sialis	points	0	360	7866	1.000000
Sialia sialis	points	0	360	7867	1.000000
Sialia sialis	points	0	360	7869	1.000000
Sialia sialis	points	0	360	7870	1.000000
Sialia sialis	points	0	360	8135	1.000000
Sialia sialis	points	0	360	8136	1.000000
Sialia sialis	points	0	360	8137	1.000000
Sialia sialis	points	0	360	8138	1.000000
Sialia sialis	points	0	360	8139	1.000000
Sialia sialis	points	0	360	8140	1.000000
Sialia sialis	points	0	360	8141	1.000000
Sialia sialis	points	0	360	8142	1.000000
Sialia sialis	points	0	360	8144	1.000000
Sialia sialis	points	0	360	8145	1.000000
Sialia sialis	points	0	360	8147	1.000000
Sialia sialis	points	0	360	8148	1.000000
Sialia sialis	points	0	360	8149	1.000000
Sialia sialis	points	0	360	8151	1.000000
Sialia sialis	points	0	360	8154	1.000000
Sialia sialis	points	0	360	8155	1.000000
Sialia sialis	points	0	360	8426	1.000000
Sialia sialis	points	0	360	8427	1.000000
Sialia sialis	points	0	360	8428	1.000000
Sialia sialis	points	0	360	8429	1.000000
Sialia sialis	points	0	360	8433	1.000000
Sialia sialis	points	0	360	8435	1.000000
Sialia sialis	points	0	360	8436	1.000000
Sialia sialis	points	0	360	8437	1.000000
Sialia sialis	points	0	360	8438	1.000000
Sialia sialis	points	0	360	8439	1.000000
Sialia sialis	points	0	360	8441	1.000000
Sialia sialis	points	0	360	8442	1.000000
Sialia sialis	points	0	360	8443	1.000000
Sialia sialis	points	0	360	8716	1.000000
Sialia sialis	points	0	360	8717	1.000000
Sialia sialis	points	0	360	8718	1.000000
Sialia sialis	points	0	360	8719	1.000000
Sialia sialis	points	0	360	8720	1.000000
Sialia sialis	points	0	360	8721	1.000000
Sialia sialis	points	0	360	8722	1.000000
Sialia sialis	points	0	360	8728	1.000000
Sialia sialis	points	0	360	8729	1.000000
Sialia sialis	points	0	360	8730	1.000000
Sialia sialis	points	0	360	8731	1.000000
Sialia sialis	points	0	360	8733	1.000000
Sialia sialis	points	0	360	8735	1.000000
Sialia sialis	points	0	360	9013	1.000000
Sialia sialis	points	0	360	9015	1.000000
Sialia sialis	points	0	360	9016	1.000000
Sialia sialis	points	0	360	9020	1.000000
Sialia sialis	points	0	360	9021	1.000000
Sialia sialis	points	0	360	9024	1.000000
Sialia sialis	points	0	360	9025	1.000000
Sialia sialis	points	0	360	9026	1.000000
Sialia sialis	points	0	360	9027	1.000000
Sialia sialis	points	0	360	9031	1.000000
Sialia sialis	points	0	360	9313	1.000000
Sialia sialis	points	0	360	9314	1.000000
Sialia sialis	points	0	360	9322	1.000000
Sialia sialis	points	0	360	9323	1.000000
Sialia sialis	points	0	360	9324	1.000000
Sialia sialis	points	0	360	9325	1.000000
Sialia sialis	points	0	360	9326	1.000000
Sialia sialis	points	0	360	9327	1.000000
Sialia sialis	points	0	360	9605	1.000000
Sialia sialis	points	0	360	9613	1.000000
Sialia sialis	points	0	360	9614	1.000000
Sialia sialis	points	0	360	9617	1.000000
Sialia sialis	points	0	360	9618	1.000000
Sialia sialis	points	0	360	9622	1.000000
Sialia sialis	points	0	360	9630	1.000000
Sialia sialis	points	0	360	9910	1.000000
Sialia sialis	points	0	360	9911	1.000000
Sialia sialis	points	0	360	9919	1.000000
Sialia sialis	points	0	360	9920	1.000000
Sialia sialis	points	0	360	9921	1.000000
Sialia sialis	points	0	360	9922	1.000000
Sialia sialis	points	0	360	9923	1.000000
Sialia sialis	points	0	360	9925	1.000000
Sialia sialis	points	0	360	9927	1.000000
Sialia sialis	points	0	360	9930	1.000000
Sialia sialis	points	0	360	9931	1.000000
Sialia sialis	points	0	360	9933	1.000000
Sialia sialis	points	0	360	9934	1.000000
Sialia sialis	points	0	360	9935	1.000000
Sialia sialis	points	0	360	10220	1.000000
Sialia sialis	points	0	360	10222	1.000000
Sialia sialis	points	0	360	10230	1.000000
Sialia sialis	points	0	360	10231	1.000000
Sialia sialis	points	0	360	10232	1.000000
Sialia sialis	points	0	360	10233	1.000000
Sialia sialis	points	0	360	10234	1.000000
Sialia sialis	points	0	360	10236	1.000000
Sialia sialis	points	0	360	10237	1.000000
Sialia sialis	points	0	360	10238	1.000000
Sialia sialis	points	0	360	10240	1.000000
Sialia sialis	points	0	360	10242	1.000000
Sialia sialis	points	0	360	10243	1.000000
Sialia sialis	points	0	360	10245	1.000000
Sialia sialis	points	0	360	10246	1.000000
Sialia sialis	points	0	360	10543	1.000000
Sialia sialis	points	0	360	10545	1.000000
Sialia sialis	points	0	360	10556	1.000000
Sialia sialis	points	0	360	10557	1.000000
Sialia sialis	points	0	360	10558	1.000000
Sialia sialis	points	0	360	10850	1.000000
Sialia sialis	points	0	360	10860	1.000000
Sialia sialis	points	0	360	10873	1.000000
Sialia sialis	points	0	360	10874	1.000000
Sialia sialis	points	0	360	10875	1.000000
Sialia sialis	points	0	360	11168	1.000000
Sialia sialis	points	0	360	11169	1.000000
Sialia sialis	points	0	360	11170	1.000000
Sialia sialis	points	0	360	11193	1.000000
Sialia sialis	points	0	360	11492	1.000000
Sialia sialis	points	0	360	11493	1.000000
Sialia sialis	points	0	360	11817	1.000000
Sialia sialis	points	0	360	12144	1.000000
Sialia sialis	points	0	360	12145	1.000000
Sialia sialis	points	0	360	12473	1.000000
Sialia sialis	points	0	360	12474	1.000000
Sialia sialis	points	0	360	12475	1.000000
Sialia sialis	points	0	360	12479	1.000000
Sialia sialis	points	0	360	12806	1.000000
Sialia sialis	points	0	360	12807	1.000000
Sialia sialis	points	0	360	12808	1.000000
Sialia sialis	points	0	360	12809	1.000000
Sialia sialis	points	0	360	12810	1.000000
Sialia sialis	points	0	360	12811	1.000000
Sialia sialis	points	0	360	13140	1.000000
Sialia sialis	points	0	360	13141	1.000000
Sialia sialis	points	0	360	13143	1.000000
Sialia sialis	points	0	360	13144	1.000000
Sialia sialis	points	0	360	13145	1.000000
Sialia sialis	points	0	360	13477	1.000000
Sialia sialis	points	0	360	13478	1.000000
Sialia sialis	points	0	360	13479	1.000000
Sialia sialis	points	0	360	13480	1.000000
Sialia sialis	points	0	360	13481	1.000000
Sialia sialis	points	0	360	13483	1.000000
Sialia sialis	points	0	360	13484	1.000000
Sialia sialis	points	0	360	13815	1.000000
Sialia sialis	points	0	360	13816	1.000000
Sialia sialis	points	0	360	13817	1.000000
Sialia sialis	points	0	360	13818	1.000000
Sialia sialis	points	0	360	13819	1.000000
Sialia sialis	points	0	360	13822	1.000000
Sialia sialis	points	0	360	14163	1.000000
Sialia sialis	points	0	360	14502	1.000000
Sialia sialis	points	0	360	14505	1.000000
Sialia sialis	points	0	360	14506	1.000000
Sialia sialis	points	0	360	14509	1.000000
Sialia sialis	points	0	360	14510	1.000000
Sialia sialis	points	0	360	14850	1.000000
Sialia sialis	points	0	360	14854	1.000000
Sialia sialis	points	0	360	14855	1.000000
Sialia sialis	points	0	360	15200	1.000000
Sialia sialis	points	0	360	15201	1.000000
Sialia sialis	points	0	360	15202	1.000000
Sialia sialis	points	0	360	15204	1.000000
Sialia sialis	points	0	360	15205	1.000000
Sialia sialis	points	0	360	15206	1.000000
Sialia sialis	points	0	360	15207	1.000000
Sialia sialis	points	0	360	15208	1.000000
Sialia sialis	points	0	360	15552	1.000000
Sialia sialis	points	0	360	15554	1.000000
Sialia sialis	points	0	360	15555	1.000000
Sialia sialis	points	0	360	15557	1.000000
Sialia sialis	points	0	360	15903	1.000000
Sialia sialis	points	0	360	15904	1.000000
Stizorhina finschi	points	0	360	17391	1.000000
Stizorhina finschi	points	0	360	17745	1.000000
Stizorhina finschi	points	0	360	17747	1.000000
Stizorhina finschi	points	0	360	17748	1.000000
Stizorhina finschi	points	0	360	17749	1.000000
Stizorhina finschi	points	0	360	17750	1.000000
Stizorhina finschi	points	0	360	18103	1.000000
Stizorhina finschi	points	0	360	18104	1.000000
Stizorhina finschi	points	0	360	18105	1.000000
Stizorhina finschi	points	0	360	18107	1.000000
Stizorhina finschi	points	0	360	18111	1.000000
Stizorhina finschi	points	0	360	18112	1.000000
Stizorhina finschi	points	0	360	18113	1.000000
Stizorhina finschi	points	0	360	18118	1.000000
Stizorhina finschi	points	0	360	18462	1.000000
Stizorhina finschi	points	0	360	18464	1.000000
Stizorhina finschi	points	0	360	18465	1.000000
Stizorhina finschi	points	0	360	18467	1.000000
Stizorhina finschi	points	0	360	18468	1.000000
Stizorhina finschi	points	0	360	18470	1.000000
Stizorhina finschi	points	0	360	18471	1.000000
Stizorhina finschi	points	0	360	18472	1.000000
Stizorhina finschi	points	0	360	18477	1.000000
Stizorhina finschi	points	0	360	18821	1.000000
Stizorhina finschi	points	0	360	18822	1.000000
Stizorhina finschi	points	0	360	18823	1.000000
Stizorhina finschi	points	0	360	18824	1.000000
Stizorhina finschi	points	0	360	18826	1.000000
Stizorhina finschi	points	0	360	18827	1.000000
Stizorhina finschi	points	0	360	18828	1.000000
Stizorhina finschi	points	0	360	18829	1.000000
Stizorhina fraseri	points	0	360	18480	1.000000
Stizorhina fraseri	points	0	360	18485	1.000000
Stizorhina fraseri	points	0	360	18496	1.000000
Stizorhina fraseri	points	0	360	18839	1.000000
Stizorhina fraseri	points	0	360	18840	1.000000
Stizorhina fraseri	points	0	360	19198	1.000000
Stizorhina fraseri	points	0	360	19199	1.000000
Stizorhina fraseri	points	0	360	19200	1.000000
Stizorhina fraseri	points	0	360	19557	1.000000
Stizorhina fraseri	points	0	360	19558	1.000000
Stizorhina fraseri	points	0	360	19559	1.000000
Stizorhina fraseri	points	0	360	19560	1.000000
Stizorhina fraseri	points	0	360	19561	1.000000
Stizorhina fraseri	points	0	360	19564	1.000000
Stizorhina fraseri	points	0	360	19565	1.000000
Stizorhina fraseri	points	0	360	19576	1.000000
Stizorhina fraseri	points	0	360	19578	1.000000
Stizorhina fraseri	points	0	360	19919	1.000000
Stizorhina fraseri	points	0	360	19920	1.000000
Stizorhina fraseri	points	0	360	19924	1.000000
Stizorhina fraseri	points	0	360	19925	1.000000
Stizorhina fraseri	points	0	360	19926	1.000000
Stizorhina fraseri	points	0	360	19936	1.000000
Stizorhina fraseri	points	0	360	19939	1.000000
Stizorhina fraseri	points	0	360	19940	1.000000
Stizorhina fraseri	points	0	360	19941	1.000000
Stizorhina fraseri	points	0	360	20278	1.000000
Stizorhina fraseri	points	0	360	20280	1.000000
Stizorhina fraseri	points	0	360	20281	1.000000
Stizorhina fraseri	points	0	360	20282	1.000000
Stizorhina fraseri	points	0	360	20283	1.000000
Stizorhina fraseri	points	0	360	20284	1.000000
Stizorhina fraseri	points	0	360	20285	1.000000
Stizorhina fraseri	points	0	360	20286	1.000000
Stizorhina fraseri	points	0	360	20294	1.000000
Stizorhina fraseri	points	0	360	20296	1.000000
Stizorhina fraseri	points	0	360	20297	1.000000
Stizorhina fraseri	points	0	360	20298	1.000000
Stizorhina fraseri	points	0	360	20299	1.000000
Stizorhina fraseri	points	0	360	20300	1.000000
Stizorhina fraseri	points	0	360	20301	1.000000
Stizorhina fraseri	points	0	360	20302	1.000000
Stizorhina fraseri	points	0	360	20638	1.000000
Stizorhina fraseri	points	0	360	20641	1.000000
Stizorhina fraseri	points	0	360	20642	1.000000
Stizorhina fraseri	points	0	360	20643	1.000000
Stizorhina fraseri	points	0	360	20644	1.000000
Stizorhina fraseri	points	0	360	20645	1.000000
Stizorhina fraseri	points	0	360	20650	1.000000
Stizorhina fraseri	points	0	360	20654	1.000000
Stizorhina fraseri	points	0	360	20657	1.000000
Stizorhina fraseri	points	0	360	20658	1.000000
Stizorhina fraseri	points	0	360	20659	1.000000
Stizorhina fraseri	points	0	360	20660	1.000000
Stizorhina fraseri	points	0	360	20661	1.000000
Stizorhina fraseri	points	0	360	20662	1.000000
Stizorhina fraseri	points	0	360	20998	1.000000
Stizorhina fraseri	points	0	360	20999	1.000000
Stizorhina fraseri	points	0	360	21000	1.000000
Stizorhina fraseri	points	0	360	21001	1.000000
Stizorhina fraseri	points	0	360	21016	1.000000
Stizorhina fraseri	points	0	360	21017	1.000000
Stizorhina fraseri	points	0	360	21018	1.000000
Stizorhina fraseri	points	0	360	21020	1.000000
Stizorhina fraseri	points	0	360	21358	1.000000
Stizorhina fraseri	points	0	360	21359	1.000000
Stizorhina fraseri	points	0	360	21362	1.000000
Stizorhina fraseri	points	0	360	21363	1.000000
Stizorhina fraseri	points	0	360	21366	1.000000
Stizorhina fraseri	points	0	360	21367	1.000000
Stizorhina fraseri	points	0	360	21370	1.000000
Stizorhina fraseri	points	0	360	21377	1.000000
Stizorhina fraseri	points	0	360	21719	1.000000
Stizorhina fraseri	points	0	360	21722	1.000000
Stizorhina fraseri	points	0	360	21724	1.000000
Stizorhina fraseri	points	0	360	21725	1.000000
Stizorhina fraseri	points	0	360	21729	1.000000
Stizorhina fraseri	points	0	360	21734	1.000000
Stizorhina fraseri	points	0	360	21735	1.000000
Stizorhina fraseri	points	0	360	21737	1.000000
Stizorhina fraseri	points	0	360	22097	1.000000
Stizorhina fraseri	points	0	360	22443	1.000000
Stizorhina fraseri	points	0	360	22455	1.000000
Stizorhina fraseri	points	0	360	22799	1.000000
Stizorhina fraseri	points	0	360	23164	1.000000
Stizorhina fraseri	points	0	360	23514	1.000000
Stizorhina fraseri	points	0	360	23515	1.000000
Stizorhina fraseri	points	0	360	23870	1.000000
Stizorhina fraseri	points	0	360	23871	1.000000
Stizorhina fraseri	points	0	360	24579	1.000000
Stizorhina fraseri	points	0	360	24589	1.000000
Stizorhina fraseri	points	0	360	24590	1.000000
Turdus abyssinicus	points	0	360	14980	1.000000
Turdus abyssinicus	points	0	360	15328	1.000000
Turdus abyssinicus	points	0	360	15677	1.000000
Turdus abyssinicus	points	0	360	16377	1.000000
Turdus abyssinicus	points	0	360	16378	1.000000
Turdus abyssinicus	points	0	360	16379	1.000000
Turdus abyssinicus	points	0	360	16728	1.000000
Turdus abyssinicus	points	0	360	16729	1.000000
Turdus abyssinicus	points	0	360	16731	1.000000
Turdus abyssinicus	points	0	360	17083	1.000000
Turdus abyssinicus	points	0	360	17085	1.000000
Turdus abyssinicus	points	0	360	17086	1.000000
Turdus abyssinicus	points	0	360	17437	1.000000
Turdus abyssinicus	points	0	360	17438	1.000000
Turdus abyssinicus	points	0	360	17439	1.000000
Turdus abyssinicus	points	0	360	17440	1.000000
Turdus abyssinicus	points	0	360	17792	1.000000
Turdus abyssinicus	points	0	360	17793	1.000000
Turdus abyssinicus	points	0	360	17794	1.000000
Turdus abyssinicus	points	0	360	17795	1.000000
Turdus abyssinicus	points	0	360	17796	1.000000
Turdus abyssinicus	points	0	360	17797	1.000000
Turdus abyssinicus	points	0	360	17798	1.000000
Turdus abyssinicus	points	0	360	18149	1.000000
Turdus abyssinicus	points	0	360	18150	1.000000
Turdus abyssinicus	points	0	360	18151	1.000000
Turdus abyssinicus	points	0	360	18152	1.000000
Turdus abyssinicus	points	0	360	18153	1.000000
Turdus abyssinicus	points	0	360	18154	1.000000
Turdus abyssinicus	points	0	360	18155	1.000000
Turdus abyssinicus	points	0	360	18510	1.000000
Turdus abyssinicus	points	0	360	18511	1.000000
Turdus abyssinicus	points	0	360	18512	1.000000
Turdus abyssinicus	points	0	360	18868	1.000000
Turdus abyssinicus	points	0	360	20298	1.000000
Turdus abyssinicus	points	0	360	20299	1.000000
Turdus abyssinicus	points	0	360	20303	1.000000
Turdus abyssinicus	points	0	360	20304	1.000000
Turdus abyssinicus	points	0	360	20305	1.000000
Turdus abyssinicus	points	0	360	20306	1.000000
Turdus abyssinicus	points	0	360	20658	1.000000
Turdus abyssinicus	points	0	360	20659	1.000000
Turdus abyssinicus	points	0	360	20664	1.000000
Turdus abyssinicus	points	0	360	20665	1.000000
Turdus abyssinicus	points	0	360	20666	1.000000
Turdus abyssinicus	points	0	360	20667	1.000000
Turdus abyssinicus	points	0	360	21018	1.000000
Turdus abyssinicus	points	0	360	21024	1.000000
Turdus abyssinicus	points	0	360	21025	1.000000
Turdus abyssinicus	points	0	360	21026	1.000000
Turdus abyssinicus	points	0	360	21378	1.000000
Turdus abyssinicus	points	0	360	21379	1.000000
Turdus abyssinicus	points	0	360	21384	1.000000
Turdus abyssinicus	points	0	360	21385	1.000000
Turdus abyssinicus	points	0	360	21386	1.000000
Turdus abyssinicus	points	0	360	21387	1.000000
Turdus abyssinicus	points	0	360	21737	1.000000
Turdus abyssinicus	points	0	360	21738	1.000000
Turdus abyssinicus	points	0	360	21744	1.000000
Turdus abyssinicus	points	0	360	21745	1.000000
Turdus abyssinicus	points	0	360	21746	1.000000
Turdus abyssinicus	points	0	360	22097	1.000000
Turdus abyssinicus	points	0	360	22104	1.000000
Turdus abyssinicus	points	0	360	22105	1.000000
Turdus abyssinicus	points	0	360	22456	1.000000
Turdus abyssinicus	points	0	360	22462	1.000000
Turdus abyssinicus	points	0	360	22823	1.000000
Turdus abyssinicus	points	0	360	23180	1.000000
Turdus abyssinicus	points	0	360	23536	1.000000
Turdus abyssinicus	points	0	360	23889	1.000000
Turdus abyssinicus	points	0	360	24598	1.000000
Turdus albicollis	points	0	360	16619	1.000000
Turdus albicollis	points	0	360	16620	1.000000
Turdus albicollis	points	0	360	16632	1.000000
Turdus albicollis	points	0	360	16633	1.000000
Turdus albicollis	points	0	360	16974	1.000000
Turdus albicollis	points	0	360	16980	1.000000
Turdus albicollis	points	0	360	16986	1.000000
Turdus albicollis	points	0	360	17681	1.000000
Turdus albicollis	points	0	360	18054	1.000000
Turdus albicollis	points	0	360	18400	1.000000
Turdus albicollis	points	0	360	18404	1.000000
Turdus albicollis	points	0	360	18417	1.000000
Turdus albicollis	points	0	360	18753	1.000000
Turdus albicollis	points	0	360	18757	1.000000
Turdus albicollis	points	0	360	18758	1.000000
Turdus albicollis	points	0	360	18762	1.000000
Turdus albicollis	points	0	360	18769	1.000000
Turdus albicollis	points	0	360	18770	1.000000
Turdus albicollis	points	0	360	18771	1.000000
Turdus albicollis	points	0	360	18773	1.000000
Turdus albicollis	points	0	360	18775	1.000000
Turdus albicollis	points	0	360	18776	1.000000
Turdus albicollis	points	0	360	19112	1.000000
Turdus albicollis	points	0	360	19113	1.000000
Turdus albicollis	points	0	360	19116	1.000000
Turdus albicollis	points	0	360	19133	1.000000
Turdus albicollis	points	0	360	19134	1.000000
Turdus albicollis	points	0	360	19135	1.000000
Turdus albicollis	points	0	360	19475	1.000000
Turdus albicollis	points	0	360	19488	1.000000
Turdus albicollis	points	0	360	19850	1.000000
Turdus albicollis	points	0	360	19853	1.000000
Turdus albicollis	points	0	360	19858	1.000000
Turdus albicollis	points	0	360	20190	1.000000
Turdus albicollis	points	0	360	20192	1.000000
Turdus albicollis	points	0	360	20196	1.000000
Turdus albicollis	points	0	360	20202	1.000000
Turdus albicollis	points	0	360	20216	1.000000
Turdus albicollis	points	0	360	20217	1.000000
Turdus albicollis	points	0	360	20218	1.000000
Turdus albicollis	points	0	360	20550	1.000000
Turdus albicollis	points	0	360	20552	1.000000
Turdus albicollis	points	0	360	20566	1.000000
Turdus albicollis	points	0	360	20577	1.000000
Turdus albicollis	points	0	360	20911	1.000000
Turdus albicollis	points	0	360	20912	1.000000
Turdus albicollis	points	0	360	20919	1.000000
Turdus albicollis	points	0	360	20925	1.000000
Turdus albicollis	points	0	360	20940	1.000000
Turdus albicollis	points	0	360	21272	1.000000
Turdus albicollis	points	0	360	21273	1.000000
Turdus albicollis	points	0	360	21282	1.000000
Turdus albicollis	points	0	360	21283	1.000000
Turdus albicollis	points	0	360	21289	1.000000
Turdus albicollis	points	0	360	21294	1.000000
Turdus albicollis	points	0	360	21297	1.000000
Turdus albicollis	points	0	360	21301	1.000000
Turdus albicollis	points	0	360	21632	1.000000
Turdus albicollis	points	0	360	21635	1.000000
Turdus albicollis	points	0	360	21636	1.000000
Turdus albicollis	points	0	360	21991	1.000000
Turdus albicollis	points	0	360	21996	1.000000
Turdus albicollis	points	0	360	22000	1.000000
Turdus albicollis	points	0	360	22012	1.000000
Turdus albicollis	points	0	360	22349	1.000000
Turdus albicollis	points	0	360	22369	1.000000
Turdus albicollis	points	0	360	22709	1.000000
Turdus albicollis	points	0	360	22710	1.000000
Turdus albicollis	points	0	360	22723	1.000000
Turdus albicollis	points	0	360	23066	1.000000
Turdus albicollis	points	0	360	23067	1.000000
Turdus albicollis	points	0	360	23068	1.000000
Turdus albicollis	points	0	360	23425	1.000000
Turdus albicollis	points	0	360	23427	1.000000
Turdus albicollis	points	0	360	23442	1.000000
Turdus albicollis	points	0	360	23464	1.000000
Turdus albicollis	points	0	360	23781	1.000000
Turdus albicollis	points	0	360	23782	1.000000
Turdus albicollis	points	0	360	23819	1.000000
Turdus albicollis	points	0	360	23820	1.000000
Turdus albicollis	points	0	360	24138	1.000000
Turdus albicollis	points	0	360	24139	1.000000
Turdus albicollis	points	0	360	24141	1.000000
Turdus albicollis	points	0	360	24154	1.000000
Turdus albicollis	points	0	360	24493	1.000000
Turdus albicollis	points	0	360	24497	1.000000
Turdus albicollis	points	0	360	24849	1.000000
Turdus albicollis	points	0	360	25200	1.000000
Turdus albicollis	points	0	360	25201	1.000000
Turdus albicollis	points	0	360	25229	1.000000
Turdus albicollis	points	0	360	25552	1.000000
Turdus albicollis	points	0	360	25553	1.000000
Turdus albicollis	points	0	360	25560	1.000000
Turdus albicollis	points	0	360	25901	1.000000
Turdus albicollis	points	0	360	25902	1.000000
Turdus albicollis	points	0	360	25903	1.000000
Turdus albicollis	points	0	360	25909	1.000000
Turdus albicollis	points	0	360	26250	1.000000
Turdus albicollis	points	0	360	27283	1.000000
Turdus albicollis	points	0	360	27306	1.000000
Turdus albicollis	points	0	360	27645	1.000000
Turdus albicollis	points	0	360	28634	1.000000
Turdus albicollis	points	0	360	28636	1.000000
Turdus albicollis	points	0	360	28642	1.000000
Turdus albicollis	points	0	360	28644	1.000000
Turdus albicollis	points	0	360	28646	1.000000
Turdus albicollis	points	0	360	28647	1.000000
Turdus albicollis	points	0	360	28967	1.000000
Turdus albicollis	points	0	360	28973	1.000000
Turdus albicollis	points	0	360	28974	1.000000
Turdus albicollis	points	0	360	28975	1.000000
Turdus albicollis	points	0	360	28976	1.000000
Turdus albicollis	points	0	360	29619	1.000000
Turdus albicollis	points	0	360	29620	1.000000
Turdus albicollis	points	0	360	29621	1.000000
Turdus albicollis	points	0	360	29626	1.000000
Turdus albicollis	points	0	360	29942	1.000000
Turdus albicollis	points	0	360	29944	1.000000
Turdus albicollis	points	0	360	30263	1.000000
Turdus albicollis	points	0	360	30269	1.000000
Turdus albicollis	points	0	360	30579	1.000000
Turdus albicollis	points	0	360	30584	1.000000
Turdus albicollis	points	0	360	30895	1.000000
Turdus albicollis	points	0	360	30896	1.000000
Turdus albicollis	points	0	360	30898	1.000000
Turdus albicollis	points	0	360	31514	1.000000
Turdus albicollis	points	0	360	32119	1.000000
Turdus albocinctus	points	0	360	9763	1.000000
Turdus albocinctus	points	0	360	9764	1.000000
Turdus albocinctus	points	0	360	10071	1.000000
Turdus albocinctus	points	0	360	10072	1.000000
Turdus albocinctus	points	0	360	10073	1.000000
Turdus albocinctus	points	0	360	10074	1.000000
Turdus albocinctus	points	0	360	10384	1.000000
Turdus albocinctus	points	0	360	10385	1.000000
Turdus albocinctus	points	0	360	10386	1.000000
Turdus albocinctus	points	0	360	10387	1.000000
Turdus albocinctus	points	0	360	10398	1.000000
Turdus albocinctus	points	0	360	10399	1.000000
Turdus albocinctus	points	0	360	10698	1.000000
Turdus albocinctus	points	0	360	10699	1.000000
Turdus albocinctus	points	0	360	10700	1.000000
Turdus albocinctus	points	0	360	10701	1.000000
Turdus albocinctus	points	0	360	10702	1.000000
Turdus albocinctus	points	0	360	10703	1.000000
Turdus albocinctus	points	0	360	10711	1.000000
Turdus albocinctus	points	0	360	11019	1.000000
Turdus albocinctus	points	0	360	11020	1.000000
Turdus albocinctus	points	0	360	11021	1.000000
Turdus albocinctus	points	0	360	11022	1.000000
Turdus albocinctus	points	0	360	11023	1.000000
Turdus albocinctus	points	0	360	11024	1.000000
Turdus albocinctus	points	0	360	11025	1.000000
Turdus albocinctus	points	0	360	11026	1.000000
Turdus albocinctus	points	0	360	11027	1.000000
Turdus albocinctus	points	0	360	11029	1.000000
Turdus albocinctus	points	0	360	11341	1.000000
Turdus albocinctus	points	0	360	11342	1.000000
Turdus albocinctus	points	0	360	11343	1.000000
Turdus albocinctus	points	0	360	11344	1.000000
Turdus albocinctus	points	0	360	11345	1.000000
Turdus albocinctus	points	0	360	11346	1.000000
